accession,organism_name,organism_tidy_name,country,isolation_source,genome_size,cell_type,temp_cat,classic,hybrid,unorthodox,h_pt,his_ka,che_a,ntr_c,prr_a,omp_r,nar_l,cy_c_c,lyt_tr,spo0a,yes_n,che_b,rpf_g,che_v,rsb_u,ami_r_nas_r,ple_d_vie_a,ple_d,vie_a,cit_t,che_y,csr_a,ycb_b,pil_b,lys_r,ars_r,frz_z,sarp,mer_r,bet_r,alp_a,hxl_r,xre,che_c,trx_b,lmb_e,wca_a,pgl_z,vie_b,hal_x,icl_r,unclassified
GCF_014279955.1,Synechococcus sp. BMK-MC-1,Synechococcus_sp__BMK_MC_1,Mediterranean Sea,marine environment,2601150,single,temperate,10,0,0,0,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014279975.1,Synechococcus sp. BIOS-U3-1,Synechococcus_sp__BIOS_U3_1,Pacific Ocean,marine environment,2710834,single,temperate,8,0,0,0,1,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014279995.1,Synechococcus sp. BIOS-E4-1,Synechococcus_sp__BIOS_E4_1,Pacific Ocean,marine environment,3314220,single,temperate,9,1,0,0,1,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014299995.1,Sphaerospermopsis sp. LEGE 00249,Sphaerospermopsis_sp__LEGE_00249,Portugal: Maranhao dam reservoir; campsite at Montargil,frewshwater from dam reservoir,5298876,filament,temperate,24,17,1,0,2,4,0,0,9,7,0,0,0,1,1,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
GCF_014304795.1,Synechococcus sp. WH 8101,Synechococcus_sp__WH_8101,Atlantic Ocean,marine environment,2623023,single,temperate,12,0,0,0,1,0,0,0,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_014304815.1,Synechococcus sp. MIT S9220,Synechococcus_sp__MIT_S9220,Pacific Ocean,marine environment,2424175,single,temperate,7,0,0,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_014324065.1,Hormoscilla sp. SP12CHS1,Hormoscilla_sp__SP12CHS1,Guam: Anae Island reef,whole sponge tissue,4999041,filament,temperate,18,5,0,3,5,1,0,0,7,4,1,0,0,0,0,0,0,1,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCF_014489865.2,Limnospira fusiformis KN01,Limnospira_fusiformis_KN01,Tanzania: Singida; Lake Kindai,saline lake,5640992,filament,temperate,39,29,5,1,2,2,0,0,15,6,3,0,0,0,2,0,0,2,0,4,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCA_014654725.1,Vulcanococcus sp. Clear-D1,Vulcanococcus_sp__Clear_D1,USA: Clear Lake; CA,Dolichospermum enrichment culture inoculated with lake water from cyanobacterial bloom,2960550,single,temperate,11,0,0,0,1,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_014654815.1,Aphanizomenon flos-aquae Clear-A1,Aphanizomenon_flos_aquae_Clear_A1,USA: Clear Lake; CA,Aphanizomenon enrichment culture inoculated with lake water from cyanobacterial bloom,4442226,filament,temperate,13,11,1,1,2,2,0,0,10,6,0,0,0,1,0,0,0,2,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCA_014946735.1,Microcystis aeruginosa PMC 728.11,Microcystis_aeruginosa_PMC_728_11,France: Valence,Microcystis non-axenic culture inoculated from freshwater pond water,5535882,single,temperate,12,5,0,1,2,1,0,0,8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_015206895.1,Nostoc sp. LEGE 12450,Nostoc_sp__LEGE_12450,Portugal: Tropical Botanical Garden of Lisbon,cycad coralloid root,8816581,filament,temperate,102,60,4,0,3,5,0,0,19,24,0,0,0,2,1,1,0,3,0,3,5,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
GCA_015206945.1,Nostocales cyanobacterium LEGE 12452,Nostocales_cyanobacterium_LEGE_12452,Portugal: Tropical Botanical Garden of Lisbon,cycad coralloid root,8381711,filament,temperate,107,51,2,0,2,5,1,0,20,16,0,0,0,2,1,1,0,3,0,3,5,1,0,42,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12
GCF_015206985.1,Nostoc sp. LEGE 12447,Nostoc_sp__LEGE_12447,Portugal: Tropical Botanical Garden of Lisbon,cycad coralloid root,8559644,filament,temperate,94,70,4,0,3,5,0,0,24,20,0,0,0,2,1,1,0,3,0,3,5,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
GCA_015207155.1,Nostocales cyanobacterium LEGE 11386,Nostocales_cyanobacterium_LEGE_11386,Portugal,intertidal zone; on a marine sponge,6494076,filament,temperate,68,36,3,0,2,3,0,0,17,15,0,0,0,2,0,1,0,3,0,1,3,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
GCA_015207195.1,Pleurocapsales cyanobacterium LEGE 10410,Pleurocapsales_cyanobacterium_LEGE_10410,Portugal: Vila Nova de Mil Fontes,intertidal zone; green biofilm on a pebblestone,6644688,single,temperate,56,23,0,1,1,6,0,0,20,16,0,0,0,1,0,1,0,2,0,8,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14
GCF_015207205.1,Sphaerospermopsis sp. LEGE 08334,Sphaerospermopsis_sp__LEGE_08334,Mexico: Lake Zumpango,water sample,5548733,filament,temperate,24,15,2,1,2,3,0,0,12,6,0,0,0,1,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
GCF_015207255.1,Romeria aff. gracilis LEGE 07310,Romeria_aff__gracilis_LEGE_07310,Portugal: Minho estuary; Caminha,mesotidal zone; benthic,5264681,single,temperate,42,16,1,1,3,2,0,0,16,4,0,0,0,2,0,0,0,2,0,3,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
GCF_015207285.1,Tychonema sp. LEGE 07203,Tychonema_sp__LEGE_07203,Portugal: wastewater treatment plant at Febros river; Vila Nova de Gaia,biofilm; from a biological treatment tank outlet,6618298,filament,temperate,86,50,5,2,1,4,0,0,12,9,10,0,0,0,2,0,0,2,0,2,1,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCF_015207295.1,Tychonema sp. LEGE 07199,Tychonema_sp__LEGE_07199,Portugal: wastewater treatment plant at Febros river; Vila Nova de Gaia,biofilm; from a biological treatment tank outlet,6699634,filament,temperate,93,50,4,4,0,3,0,0,14,9,8,0,0,0,1,0,0,2,0,2,2,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
GCF_015207345.1,Tychonema sp. LEGE 07196,Tychonema_sp__LEGE_07196,Portugal: wastewater treatment plant at Febros river; Vila Nova de Gaia,biofilm; from a biological treatment tank outlet,6690183,filament,temperate,94,50,4,4,0,3,0,0,13,9,8,0,0,0,1,0,0,2,0,2,2,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
GCA_015207365.1,filamentous cyanobacterium LEGE 07170,filamentous_cyanobacterium_LEGE_07170,Portugal: Praia de Olhos d gua; Albufeira,wave-exposed tide puddle,6935026,filament,temperate,71,21,3,0,2,1,0,0,15,15,0,0,0,1,0,1,0,2,0,5,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
GCF_015207395.1,Nodosilinea sp. LEGE 07088,Nodosilinea_sp__LEGE_07088,Portugal: Douro estuary; Porto,mesotidal zone; benthic,6690142,filament,temperate,37,9,0,1,4,4,0,0,24,11,2,0,0,1,1,1,1,1,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
GCF_015207425.1,Lusitaniella coriacea LEGE 07157,Lusitaniella_coriacea_LEGE_07157,Portugal: Praia de Lavadores; Canidelo,tide pool; rock surface scraping,5864958,filament,temperate,77,42,0,1,0,2,0,0,14,7,6,0,0,0,0,1,0,2,0,6,6,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
GCF_015207485.1,Planktothrix mougeotii LEGE 06226,Planktothrix_mougeotii_LEGE_06226,Portugal: wastewater treatment plant at Febros river; Vila Nova de Gaia,floating masses; from a secondary decanter tank bank,6226999,filament,temperate,56,56,6,2,0,2,0,0,23,5,2,0,0,0,2,0,0,2,0,9,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
GCF_015207505.1,Tychonema sp. LEGE 06208,Tychonema_sp__LEGE_06208,Portugal: wastewater treatment plant at Febros river; Vila Nova de Gaia,biofilm; from a secondary decanter tank bank,6554502,filament,temperate,94,49,4,3,0,3,0,0,12,8,8,0,0,0,1,0,0,2,0,4,2,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
GCF_015207525.1,Nodosilinea sp. LEGE 06152,Nodosilinea_sp__LEGE_06152,Portugal: Praia de Lavadores; Canidelo,sea water sample; coastal; surf zone,6344577,filament,temperate,44,36,1,2,2,3,0,0,24,10,3,0,0,1,1,1,0,2,0,3,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
GCA_015207585.1,Pleurocapsales cyanobacterium LEGE 06147,Pleurocapsales_cyanobacterium_LEGE_06147,Portugal: Praia de Moledo; Caminha,intertidal zone; wave-exposed rock surface scraping,6229790,single,temperate,39,24,0,1,4,3,0,0,17,6,0,0,0,0,1,1,0,1,0,4,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
GCF_015207645.1,Synechocystis salina LEGE 06099,Synechocystis_salina_LEGE_06099,Portugal: Praia de Moledo; Caminha,wave-exposed tide pool; rock surface scraping,3677085,single,temperate,25,6,1,3,2,2,0,0,7,6,0,0,0,0,0,1,1,1,0,1,2,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
GCF_015207705.1,Nostoc sp. LEGE 06077,Nostoc_sp__LEGE_06077,Portugal: Minho estuary; Seixas,water sample; on the estuary shore,7337961,filament,temperate,93,56,3,1,3,6,0,0,19,11,1,0,0,3,2,1,0,3,0,1,3,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
GCF_015207735.1,Phormidium sp. LEGE 05292,Phormidium_sp__LEGE_05292,Portugal: on an indoor aquarium wall; at Porto,biofilm,7498970,filament,temperate,96,74,0,1,0,4,0,0,28,13,2,0,0,0,2,1,0,2,0,5,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
GCF_015207935.1,Synechocystis salina LEGE 00041,Synechocystis_salina_LEGE_00041,Portugal: Praia de Espinho,sea water sample; intertidal zone; from a tide pool,3949467,single,temperate,25,9,2,2,2,3,0,0,8,6,0,0,0,1,0,1,0,0,0,3,3,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
GCF_015207985.1,Synechocystis salina LEGE 00031,Synechocystis_salina_LEGE_00031,Portugal: Praia de Moledo; Caminha,intertidal zone; Sabellaria alveolata reef,3969658,single,temperate,27,9,2,2,1,3,0,0,10,6,0,0,0,1,0,1,0,0,0,3,3,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
GCA_015295985.1,Synechococcus sp. M44_DOE_062,Synechococcus_sp__M44_DOE_062,Canada: British Columbia,hot spring sediment,2925579,single,temperate,18,2,2,0,2,1,0,0,7,6,0,0,0,0,0,2,1,1,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCA_015296065.1,Oscillatoriaceae cyanobacterium M33_DOE_052,Oscillatoriaceae_cyanobacterium_M33_DOE_052,Canada: British Columbia,hot spring sediment,6239239,filament,temperate,79,40,6,4,0,4,0,0,12,7,2,0,0,1,3,1,0,2,0,6,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
GCA_015296075.1,Leptolyngbyaceae cyanobacterium M33_DOE_097,Leptolyngbyaceae_cyanobacterium_M33_DOE_097,Canada: British Columbia,hot spring sediment,6960501,filament,temperate,81,62,1,3,2,3,0,0,20,20,0,0,0,0,1,1,0,2,0,2,2,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
GCA_015296085.1,Trichormus sp. M33_DOE_039,Trichormus_sp__M33_DOE_039,Canada: British Columbia,hot spring sediment,7018248,filament,temperate,87,55,2,0,2,3,0,0,20,14,0,0,0,1,0,1,0,3,0,2,3,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
GCA_015708255.1,Planktothrix agardhii KL2,Planktothrix_agardhii_KL2,USA:Queens; New York; Kissena Lake,surface lake water freshwater algal bloom,4765279,filament,temperate,24,17,1,2,3,2,0,0,14,5,1,0,0,0,1,0,0,2,0,4,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GCA_015708265.1,Cylindrospermopsis raciborskii KL1,Cylindrospermopsis_raciborskii_KL1,USA:Queens; New York; Kissena Lake,surface lake water freshwater algal bloom,3657391,filament,temperate,13,6,1,0,1,0,0,0,9,5,0,0,0,1,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GCF_015840335.1,Synechococcus sp. CBW1108,Synechococcus_sp__CBW1108,USA: Chesapeake Bay in Baltimore; Maryland,Chesapeake Bay,3226220,single,temperate,8,0,0,0,1,1,0,0,10,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_015840525.1,Synechococcus sp. CBW1006,Synechococcus_sp__CBW1006,USA: Chesapeake Bay in Baltimore; Maryland,Chesapeake Bay,3860130,single,temperate,8,4,0,0,1,0,0,0,8,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GCF_015840715.1,Synechococcus sp. CBW1004,Synechococcus_sp__CBW1004,USA: Chesapeake Bay in Baltimore; Maryland,Chesapeake Bay,3672318,single,temperate,9,0,0,0,1,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_015840915.1,Synechococcus sp. CBW1002,Synechococcus_sp__CBW1002,USA: Chesapeake Bay in Baltimore; Maryland,Chesapeake Bay,3854122,single,temperate,8,2,1,0,7,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GCF_015841355.1,Synechococcus sp. CBW1107,Synechococcus_sp__CBW1107,USA: Chesapeake Bay estuary,Chesapeake Bay estuary,3202093,single,temperate,6,0,0,0,1,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_016208305.1,Oscillatoriophycideae cyanobacterium NC_groundwater_1537_Pr4_S-0.65um_50_18,Oscillatoriophycideae_cyanobacterium_NC_groundwater_1537_Pr4_S_0_65um_50_18,USA: California; Middletown,groundwater,6939892,filament,temperate,86,56,3,0,3,8,0,0,28,20,2,0,0,0,2,1,0,3,0,4,5,1,0,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
GCA_016463595.1,Synechococcales cyanobacterium SupBloom_Metag_052,Synechococcales_cyanobacterium_SupBloom_Metag_052,USA: western arm Lake Superior,freshwater cyanobacterial bloom,1962409,single,temperate,4,0,0,0,2,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_016632315.1,Oxynema sp. CENA135,Oxynema_sp__CENA135,Brazil: Cardoso Island; Cananeia,mangrove soil,6235022,single,temperate,84,49,9,3,4,5,0,0,16,7,2,0,0,0,3,1,0,2,0,6,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
GCA_016743215.1,Geminocystis sp. GBBB08,Geminocystis_sp__GBBB08,Brazil: Carolina; Maranhao,non-axenic (unialgal) sample in BG-11 medium,4101793,single,temperate,22,18,1,3,2,6,0,0,11,4,0,0,0,0,1,1,0,1,0,2,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
GCA_016743225.1,Nostoc sp. GBBB01,Nostoc_sp__GBBB01,Brazil: Carolina; Maranhao,non-axenic (unialgal) sample in BG-11 medium,8131703,filament,temperate,93,51,5,0,3,5,0,0,19,15,0,0,0,1,0,1,0,3,0,2,4,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
GCA_016743235.1,Pantanalinema sp. GBBB05,Pantanalinema_sp__GBBB05,Brazil: Carolina; Maranhao,non-axenic (unialgal) sample in BG-11 medium,7181771,filament,temperate,129,93,3,1,2,3,0,0,24,14,3,0,0,1,2,1,0,2,0,3,5,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
GCF_016888125.1,Spirulina major CCY15215,Spirulina_major_CCY15215,Netherlands: Schiermonikoog; North Sea beach,Microbial mat,5514817,filament,temperate,59,36,3,1,1,3,0,0,15,8,3,0,0,0,1,1,0,1,0,3,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
GCA_016903675.1,Stigonema ocellatum SAG 48.90 = DSM 106950,Stigonema_ocellatum_SAG_48_90_=_DSM_106950,Germany: Allgaeu; Sphagnum bog,non-axenic culture deposited to culture collection,10354469,filament,temperate,84,40,0,1,2,5,0,0,17,16,0,0,0,6,2,1,1,3,0,2,5,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12
GCA_017115045.1,Nostoc sp. NMS8,Nostoc_sp__NMS8,Panama,lichen thallus,7928202,filament,temperate,80,55,5,0,3,3,0,0,16,16,0,0,0,1,0,1,0,3,0,2,5,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
GCA_017115105.1,Nostoc sp. NMS2,Nostoc_sp__NMS2,Canada: Nova Scotia,lichen thallus,7571466,filament,cold-freezing,70,49,5,0,2,3,0,0,15,18,0,0,0,2,0,1,0,3,0,1,4,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
GCA_017115145.1,Nostoc sp. NMS1,Nostoc_sp__NMS1,Canada: Nova Scotia,lichen thallus,7881170,filament,cold-freezing,69,53,5,0,2,3,0,0,16,21,0,0,0,2,0,1,0,3,0,1,4,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
GCA_017115165.1,Nostoc sp. LPT,Nostoc_sp__LPT,USA: North Carolina; Durham County,whole lichen thallus containing the lichenizing fungus Leptogium austroamericanum; the cyanobacterial photobiont; and possibly endolichenic fungi and prokaryotes,8613793,filament,temperate,69,50,4,1,4,4,0,0,13,15,0,0,0,1,1,1,0,3,0,2,5,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
GCF_017164015.1,Nostoc sp. UHCC 0702,Nostoc_sp__UHCC_0702,Finland: Villahteen Kukkanen,lake,8587404,filament,temperate,85,53,3,1,2,4,0,0,17,16,0,0,0,3,0,1,0,2,0,1,5,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
GCA_017302695.1,Leptolyngbya sp. UWPOB_LEPTO1,Leptolyngbya_sp__UWPOB_LEPTO1,USA: WI,activated sludge,6800371,filament,temperate,92,53,3,1,2,6,0,0,34,22,1,0,0,0,2,1,0,2,0,1,1,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
GCA_017346795.1,Dolichospermum sp. UKL201,Dolichospermum_sp__UKL201,USA: Agency Lake; Oregon,freshwater lake cyanobacterial bloom; sample filtered onto 1.2 um poresize filter,5294355,filament,temperate,21,9,0,1,1,3,0,0,12,11,1,0,0,1,1,0,0,1,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCA_017346815.1,Dolichospermum sp. LBC05a,Dolichospermum_sp__LBC05a,USA: Perry Sth; Lake Billy Chinook; Oregon,freshwater lake cyanobacterial bloom; sample filtered onto 1.2 um poresize filter,5178591,filament,temperate,20,8,0,1,1,2,0,0,12,8,0,0,0,1,0,0,0,2,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GCA_017346835.1,Dolichospermum sp. DL01,Dolichospermum_sp__DL01,USA: Diamond Lake; Oregon,freshwater lake cyanobacterial bloom; sample filtered onto 1.2 um poresize filter,4827232,filament,temperate,18,8,0,1,1,2,0,0,8,9,0,0,0,1,0,0,0,2,0,0,1,1,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GCA_017346855.1,Aphanizomenon flos-aquae DEX188,Aphanizomenon_flos_aquae_DEX188,USA: Dexter Reservoir; Oregon,freshwater lake cyanobacterial bloom; sample filtered onto 1.2 um poresize filter,4538078,filament,temperate,14,11,1,1,2,2,0,0,9,7,0,0,0,0,0,0,0,2,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCA_017346875.1,Aphanizomenon flos-aquae KM1D3_PB,Aphanizomenon_flos_aquae_KM1D3_PB,Lithuania: Curonian Lagoon,unialgal non-axenic culture; originally established from brackish water collected from Curonian Lagoon Lithuania in 2012,6071322,filament,temperate,18,7,0,0,1,3,0,0,10,6,0,0,0,1,0,0,0,2,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCA_017355425.1,Dolichospermum sp. DET69,Dolichospermum_sp__DET69,USA: Blowout Creek arm; Detroit Lake; Oregon,freshwater lake cyanobacterial bloom; sample filtered onto 1.2 um poresize filter,6040057,filament,temperate,22,13,1,1,3,4,0,0,11,11,1,0,0,1,1,0,0,3,0,1,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
GCA_017355625.1,Dolichospermum sp. DET73,Dolichospermum_sp__DET73,USA: Heater Creek arm; Detroit Lake; Oregon,freshwater lake cyanobacterial bloom; sample filtered onto 1.2 um poresize filter,5233469,filament,temperate,16,8,0,1,1,2,0,0,9,8,0,0,0,1,0,0,0,2,0,0,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GCA_017355645.1,Dolichospermum sp. DEX182a,Dolichospermum_sp__DEX182a,USA: Dexter Reservoir; Oregon,freshwater lake cyanobacterial bloom; sample filtered onto 1.2 um poresize filter,5014232,filament,temperate,15,9,0,1,1,3,0,0,7,10,1,0,0,1,1,0,0,2,0,0,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GCA_017355655.1,Dolichospermum sp. DEX189,Dolichospermum_sp__DEX189,USA: Lookout Point Reservoir; Oregon,freshwater lake cyanobacterial bloom; sample filtered onto 1.2 um poresize filter,6054507,filament,temperate,17,6,1,0,0,2,0,0,10,6,0,0,0,1,0,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCA_017355665.1,Aphanizomenon flos-aquae CP01,Aphanizomenon_flos_aquae_CP01,USA: Crane Prairie Reservoir; Oregon,freshwater lake cyanobacterial bloom; sample filtered onto 1.2 um poresize filter,4356503,filament,temperate,10,10,1,1,2,2,0,0,8,7,0,0,0,1,0,0,0,2,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCA_017355725.1,Anabaena sp. 54,Anabaena_sp__54,Finland: Lake Saaskjarvi,unialgal non-axenic culture; originally established from Lake Saaskjarvi; Finland in 1986,5567125,filament,cold-freezing,18,5,1,0,1,3,0,0,8,6,0,0,0,1,0,0,0,3,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCA_017746755.1,Cyanobacteria bacterium SID2,Cyanobacteria_bacterium_SID2,Belize: Carrie Bow Cay,cyanobacterial mat on coral surface,5833092,NA,temperate,57,32,4,2,4,5,0,0,15,3,3,0,0,0,2,0,0,2,0,5,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
GCA_017746765.1,Cyanobacteria bacterium SBC,Cyanobacteria_bacterium_SBC,USA: Fort Lauderdale; FL,cyanobacterial mat on coral surface,5873740,NA,temperate,59,31,4,3,4,5,0,0,15,3,4,0,0,0,2,0,0,2,0,5,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
GCA_017746885.1,Roseofilum sp. SBFL,Roseofilum_sp__SBFL,USA: Fort Lauderdale; FL,cyanobacterial mat on coral surface,5300422,filament,temperate,64,55,2,2,3,2,0,0,11,5,2,0,0,1,1,0,0,2,0,6,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
GCA_017855335.1,Synechococcus sp. CPBay_Sum27G08_23,Synechococcus_sp__CPBay_Sum27G08_23,USA: Chesapeake Bay,Chesapeake Bay,2435328,single,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_017859255.1,Vulcanococcus sp. DEBay_Sum29NL08_54,Vulcanococcus_sp__DEBay_Sum29NL08_54,USA: Delaware Bay,bay water summer N sample 29 PSU in less than .8 micron size fraction,2052486,single,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
